Week,Position,Rise/Fall,Song,Artist,Album,Total Points,Streams Points,Sales Points,Airplay Points
2024-10-18,21,+8,Won't Go Home Without You,Maroon 5,Maroon 5,18,10k,6k,2k
2024-10-18,22,-7,American Idiot,Green Day,Green Day,34,20k,12k,2k
2024-10-18,23,-3,All the Time,Green Day,Green Day,50,30k,18k,2k
2024-10-18,24,-16,Ignorance,Paramore,Paramore,42,25k,15k,2k
2024-10-18,25,-12,Helena,My Chemical Romance,My Chemical Romance,33,20k,9k,4k
2024-10-18,26,+11,Dead!,My Chemical Romance,My Chemical Romance,58,35k,21k,2k
2024-10-18,27,RE,Fresh Out the Slammer,Taylor Swift,Taylor Swift,68,45k,15k,8k
2024-10-18,28,RE,See the Light,Green Day,Green Day,66,40k,24k,2k
2024-10-18,29,RE,Buddy Holly,Weezer,Weezer,66,40k,24k,2k
2024-10-18,30,RE,Love Him I Don’t,Maisie Peters,Maisie Peters,61,40k,9k,12k
2024-10-18,31,-9,Adam's Song,blink-182,blink-182,42,25k,15k,2k
2024-10-18,32,RE,The Day You Said Goodnight,Hale,Hale,26,15k,9k,2k
2024-10-18,33,+17,21 Guns,Green Day,Green Day,50,30k,18k,2k
2024-10-18,34,+25,Know Your Enemy,Green Day,Green Day,58,35k,21k,2k
2024-10-18,35,+31,The American Dream Is Killing Me,Green Day,Green Day,58,35k,21k,2k
2024-10-18,36,RE,Mantra,Jennie,Jennie,64,40k,18k,6k
2024-10-18,37,RE,Burnout,Green Day,Green Day,58,35k,21k,2k
2024-10-18,38,RE,Nobody's Home,Avril Lavigne,Avril Lavigne,58,35k,21k,2k
2024-10-18,39,+9,Complicated,Avril Lavigne,Avril Lavigne,42,25k,15k,2k
2024-10-18,40,+2,Dilemma,Green Day,Green Day,50,30k,18k,2k
2024-10-18,41,-25,Breed,Nirvana,Nirvana,34,20k,12k,2k
2024-10-18,42,-10,I Look in People's Windows,Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-10-18,43,RE,Dominated Love Slave,Green Day,Green Day,50,30k,18k,2k
2024-10-18,44,+26,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,Fall Out Boy,42,25k,15k,2k
2024-10-18,45,+28,Holiday / Boulevard of Broken Dreams,Green Day,Green Day,42,25k,15k,2k
2024-10-18,46,RE,Haushinka,Green Day,Green Day,50,30k,18k,2k
2024-10-18,47,-33,All the Small Things,blink-182,blink-182,26,15k,9k,2k
2024-10-18,48,+51,Platypus (I Hate You),Green Day,Green Day,50,30k,18k,2k
2024-10-18,49,RE,Mobile,Avril Lavigne,Avril Lavigne,50,30k,18k,2k
2024-10-18,50,RE,crushcrushcrush,Paramore,Paramore,26,15k,9k,2k
2024-10-18,51,RE,Last Ride In,Green Day,Green Day,50,30k,18k,2k
2024-10-18,52,-8,Whatsername,Green Day,Green Day,42,25k,15k,2k
2024-10-18,53,+2,Here's to Never Growing Up,Avril Lavigne,Avril Lavigne,50,30k,18k,2k
2024-10-18,54,=,Never Again,Kelly Clarkson,Kelly Clarkson,42,25k,15k,2k
2024-10-18,55,RE,Fire Ready Aim,Green Day,Green Day,50,30k,18k,2k
2024-10-18,56,RE,Kill the DJ,Green Day,Green Day,42,25k,15k,2k
2024-10-18,57,RE,Addicted,Kelly Clarkson,Kelly Clarkson,50,30k,18k,2k
2024-10-18,58,RE,Suffocate,Green Day,Green Day,50,30k,18k,2k
2024-10-18,59,+28,Longview,Green Day,Green Day,50,30k,18k,2k
2024-10-18,60,+14,Saviors,Green Day,Green Day,50,30k,18k,2k
2024-10-18,61,+4,This Ain't a Scene It's an Arms Race,Fall Out Boy,Fall Out Boy,34,20k,12k,2k
2024-10-18,62,RE,Dysentery Gary,blink-182,blink-182,50,30k,18k,2k
2024-10-18,63,-18,My Happy Ending,Avril Lavigne,Avril Lavigne,34,20k,12k,2k
2024-10-18,64,RE,In the End,Green Day,Green Day,49,30k,15k,4k
2024-10-18,65,RE,Clouds,Any Name's Okay,Any Name's Okay,42,25k,15k,2k
2024-10-18,66,RE,Magbalik,Callalily,Callalily,48,30k,12k,6k
2024-10-18,67,RE,Keep Holding On,Avril Lavigne,Avril Lavigne,42,25k,15k,2k
2024-10-18,68,RE,Red (Taylor's Version),Taylor Swift,Taylor Swift,42,30k,6k,6k
2024-10-18,69,RE,John Hughes Movie,Maisie Peters,Maisie Peters,42,25k,15k,2k
2024-10-18,70,RE,The Take Over the Breaks Over,Fall Out Boy,Fall Out Boy,42,25k,15k,2k
2024-10-18,71,RE,Jinx,Green Day,Green Day,42,25k,15k,2k
2024-10-18,72,-47,Aliens Exist,blink-182,blink-182,34,20k,12k,2k
2024-10-18,73,RE,Vampire Money,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-10-18,74,RE,Strange Days Are Here to Stay,Green Day,Green Day,42,25k,15k,2k
2024-10-18,75,RE,Losing Grip,Avril Lavigne,Avril Lavigne,42,25k,15k,2k
2024-10-18,76,-23,Going Away to College,blink-182,blink-182,42,25k,15k,2k
2024-10-18,77,RE,Bang Bang,Green Day,Green Day,42,25k,15k,2k
2024-10-18,78,RE,Anthem,blink-182,blink-182,42,25k,15k,2k
2024-10-18,79,RE,Somewhere Now,Green Day,Green Day,42,25k,15k,2k
2024-10-18,80,-22,Wendy Clear,blink-182,blink-182,42,25k,15k,2k
2024-10-18,81,RE,American Eulogy: Mass Hysteria / Modern World,Green Day,Green Day,42,25k,15k,2k
2024-10-18,82,RE,Prosthetic Head,Green Day,Green Day,42,25k,15k,2k
2024-10-18,83,RE,Oh Love,Green Day,Green Day,42,25k,15k,2k
2024-10-18,84,+8,Famous Last Words,My Chemical Romance,My Chemical Romance,34,20k,12k,2k
2024-10-18,85,RE,¿Viva la Gloria? (Little Girl),Green Day,Green Day,42,25k,15k,2k
2024-10-18,86,RE,Tuwing Umuulan At Kapiling Ka,Eraserheads,Eraserheads,10,5k,3k,2k
2024-10-18,87,RE,Planetary (GO!),My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-10-18,88,RE,Look Ma No Brains!,Green Day,Green Day,42,25k,15k,2k
2024-10-18,89,RE,Warning,Green Day,Green Day,42,25k,15k,2k
2024-10-18,90,RE,Waiting,Green Day,Green Day,42,25k,15k,2k
2024-10-18,91,RE,Walking Alone,Green Day,Green Day,42,25k,15k,2k
2024-10-18,92,RE,King for a Day,Green Day,Green Day,42,25k,15k,2k
2024-10-18,93,RE,Gone,Kelly Clarkson,Kelly Clarkson,42,25k,15k,2k
2024-10-18,94,RE,How You Get the Girl (Taylor's Version),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-10-18,95,RE,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-10-18,96,RE,The Static Age,Green Day,Green Day,42,25k,15k,2k
2024-10-18,97,RE,Church on Sunday,Green Day,Green Day,42,25k,15k,2k
2024-10-18,98,-34,The Saints Are Coming,U2,U2,42,25k,15k,2k
2024-10-18,99,-3,Emenius Sleepus,Green Day,Green Day,42,25k,15k,2k
2024-10-18,100,-48,Basket Case,Green Day,Green Day,26,15k,9k,2k
2024-10-25,1,RE,Extraordinary Girl,Green Day,Green Day,394,245k,147k,2k
2024-10-25,2,+8,What's My Age Again?,blink-182,blink-182,290,180k,108k,2k
2024-10-25,3,+23,Dead!,My Chemical Romance,My Chemical Romance,274,170k,102k,2k
2024-10-25,4,-2,Sugar We're Goin Down,Fall Out Boy,Fall Out Boy,178,110k,66k,2k
2024-10-25,5,RE,Boulevard of Broken Dreams,Green Day,Green Day,10,5k,3k,2k
2024-10-25,6,RE,Are We the Waiting,Green Day,Green Day,226,140k,84k,2k
2024-10-25,7,RE,Holiday,Green Day,Green Day,10,5k,3k,2k
2024-10-25,8,RE,She's a Rebel,Green Day,Green Day,226,140k,84k,2k
2024-10-25,9,RE,Letterbomb,Green Day,Green Day,218,135k,81k,2k
2024-10-25,10,RE,Give Me Novacaine,Green Day,Green Day,218,135k,81k,2k
2024-10-25,11,RE,St. Jimmy,Green Day,Green Day,217,135k,78k,4k
2024-10-25,12,-11,Redundant,Green Day,Green Day,122,75k,45k,2k
2024-10-25,13,-8,Breakaway,Kelly Clarkson,Kelly Clarkson,90,55k,33k,2k
2024-10-25,14,+54,Red (Taylor's Version),Taylor Swift,Taylor Swift,142,90k,48k,4k
2024-10-25,15,-12,Nice Guys Finish Last,Green Day,Green Day,98,60k,36k,2k
2024-10-25,16,-10,I Don't Care,Fall Out Boy,Fall Out Boy,90,55k,33k,2k
2024-10-25,17,-6,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,90,55k,33k,2k
2024-10-25,18,+2,Way Back Into Love,Hugh Grant,Hugh Grant,58,35k,21k,2k
2024-10-25,19,-10,Hitchin' a Ride,Green Day,Green Day,82,50k,30k,2k
2024-10-25,20,+5,Helena,My Chemical Romance,My Chemical Romance,81,50k,27k,4k
2024-10-25,21,+31,Whatsername,Green Day,Green Day,98,60k,36k,2k
2024-10-25,22,-15,Sk8er Boi,Avril Lavigne,Avril Lavigne,74,45k,27k,2k
2024-10-25,23,-19,Wake Me Up When September Ends,Green Day,Green Day,58,35k,21k,2k
2024-10-25,24,RE,Dilaw,Maki,Maki,109,70k,27k,12k
2024-10-25,25,-13,Don't Leave Me,blink-182,blink-182,58,35k,21k,2k
2024-10-25,26,-18,Uptight,Green Day,Green Day,82,50k,30k,2k
2024-10-25,27,+45,Aliens Exist,blink-182,blink-182,90,55k,33k,2k
2024-10-25,28,-5,All the Time,Green Day,Green Day,74,45k,27k,2k
2024-10-25,29,-15,Thnks fr th Mmrs,Fall Out Boy,Fall Out Boy,74,45k,27k,2k
2024-10-25,30,-6,Ignorance,Paramore,Paramore,66,40k,24k,2k
2024-10-25,31,+10,Breed,Nirvana,Nirvana,74,45k,27k,2k
2024-10-25,32,-14,I Don't Love You,My Chemical Romance,My Chemical Romance,82,50k,30k,2k
2024-10-25,33,-17,I Do Not Hook Up,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-10-25,34,-21,Dance Dance,Fall Out Boy,Fall Out Boy,66,40k,24k,2k
2024-10-25,35,-13,American Idiot,Green Day,Green Day,58,35k,21k,2k
2024-10-25,36,RE,22 (Taylor's Version),Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-10-25,37,RE,Beautiful Disaster,Kelly Clarkson,Kelly Clarkson,50,30k,18k,2k
2024-10-25,38,-7,Adam's Song,blink-182,blink-182,58,35k,21k,2k
2024-10-25,39,RE,I Wish You Would (Taylor's Version),Taylor Swift,Taylor Swift,75,50k,15k,10k
2024-10-25,40,-8,The Day You Said Goodnight,Hale,Hale,50,30k,18k,2k
2024-10-25,41,+1,I Look in People's Windows,Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-10-25,42,-5,Burnout,Green Day,Green Day,66,40k,24k,2k
2024-10-25,43,RE,Before the Lobotomy,Green Day,Green Day,58,35k,21k,2k
2024-10-25,44,RE,Before Your Love,Kelly Clarkson,Kelly Clarkson,50,30k,18k,2k
2024-10-25,45,RE,Bulletproof Heart,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-10-25,46,-16,Love Him I Don’t,Maisie Peters,Maisie Peters,66,40k,24k,2k
2024-10-25,47,RE,The Ghost of You,My Chemical Romance,My Chemical Romance,58,35k,21k,2k
2024-10-25,48,RE,Desensitized,Green Day,Green Day,50,30k,18k,2k
2024-10-25,49,RE,The Grouch,Green Day,Green Day,50,30k,18k,2k
2024-10-25,50,RE,Thunder,Boys Like Girls,Boys Like Girls,50,30k,18k,2k
2024-10-25,51,RE,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-10-25,52,RE,Lips of an Angel,Hinder,Hinder,10,5k,3k,2k
2024-10-25,53,RE,Jesus of Suburbia,Green Day,Green Day,50,30k,18k,2k
2024-10-25,54,RE,Worry Rock,Green Day,Green Day,50,30k,18k,2k
2024-10-25,55,-6,Mobile,Avril Lavigne,Avril Lavigne,50,30k,18k,2k
2024-10-25,56,-21,The American Dream Is Killing Me,Green Day,Green Day,42,25k,15k,2k
2024-10-25,57,-10,All the Small Things,blink-182,blink-182,26,15k,9k,2k
2024-10-25,58,RE,Just Missed the Train,Kelly Clarkson,Kelly Clarkson,10,5k,3k,2k
2024-10-25,59,RE,Kung 'Di Rin Lang Ikaw,December Avenue,December Avenue,18,10k,6k,2k
2024-10-25,60,RE,Treacherous (Taylor's Version),Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-10-25,61,RE,Pangarap Lang Kita,Parokya Ni Edgar,Parokya Ni Edgar,18,10k,6k,2k
2024-10-25,62,RE,Cry,Kelly Clarkson,Kelly Clarkson,42,25k,15k,2k
2024-10-25,63,RE,Having a Blast,Green Day,Green Day,50,30k,18k,2k
2024-10-25,64,-47,Misery Business,Paramore,Paramore,34,20k,12k,2k
2024-10-25,65,+10,Losing Grip,Avril Lavigne,Avril Lavigne,42,25k,15k,2k
2024-10-25,66,-4,Dysentery Gary,blink-182,blink-182,42,25k,15k,2k
2024-10-25,67,+27,How You Get the Girl (Taylor's Version),Taylor Swift,Taylor Swift,46,30k,6k,10k
2024-10-25,68,+16,Famous Last Words,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-10-25,69,RE,The Sharpest Lives,My Chemical Romance,My Chemical Romance,34,20k,12k,2k
2024-10-25,70,RE,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-10-25,71,RE,Last of the American Girls,Green Day,Green Day,42,25k,15k,2k
2024-10-25,72,RE,Rock n Roll,Avril Lavigne,Avril Lavigne,34,20k,12k,2k
2024-10-25,73,+13,Tuwing Umuulan At Kapiling Ka,Eraserheads,Eraserheads,18,10k,6k,2k
2024-10-25,74,RE,One Eyed Bastard,Green Day,Green Day,34,20k,12k,2k
2024-10-25,75,RE,Geek Stink Breath,Green Day,Green Day,34,20k,12k,2k
2024-10-25,76,RE,On the Wagon,Green Day,Green Day,34,20k,12k,2k
2024-10-25,77,RE,Sleep,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-10-25,78,-44,Know Your Enemy,Green Day,Green Day,33,20k,9k,4k
2024-10-25,79,+18,Church on Sunday,Green Day,Green Day,34,20k,12k,2k
2024-10-25,80,RE,Scattered,Green Day,Green Day,42,25k,15k,2k
2024-10-25,81,-22,Longview,Green Day,Green Day,34,20k,12k,2k
2024-10-25,82,RE,Brain Stew,Green Day,Green Day,34,20k,12k,2k
2024-10-25,83,RE,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-10-25,84,RE,Revolution Radio,Green Day,Green Day,34,20k,12k,2k
2024-10-25,85,RE,Shoplifter,Green Day,Green Day,34,20k,12k,2k
2024-10-25,86,RE,Sober,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-10-25,87,RE,Forever Now,Green Day,Green Day,34,20k,12k,2k
2024-10-25,88,RE,Let Yourself Go,Green Day,Green Day,34,20k,12k,2k
2024-10-25,89,RE,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-10-25,90,-5,¿Viva la Gloria? (Little Girl),Green Day,Green Day,34,20k,12k,2k
2024-10-25,91,RE,Horseshoes and Handgrenades,Green Day,Green Day,34,20k,12k,2k
2024-10-25,92,+8,Basket Case,Green Day,Green Day,34,20k,12k,2k
2024-10-25,93,RE,That's What You Get,Paramore,Paramore,34,20k,12k,2k
2024-10-25,94,RE,Macy's Day Parade,Green Day,Green Day,34,20k,12k,2k
2024-10-25,95,RE,happiness,Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-10-25,96,RE,New Romantics (Taylor's Version),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-10-25,97,-23,Strange Days Are Here to Stay,Green Day,Green Day,34,20k,12k,2k
2024-10-25,98,RE,Father to a Son,Green Day,Green Day,34,20k,12k,2k
2024-10-25,99,RE,You Are in Love (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-10-25,100,RE,Out of the Woods (Taylor's Version),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-11-01,1,+13,Red (Taylor's Version),Taylor Swift,Taylor Swift,178,110k,66k,2k
2024-11-01,2,=,What's My Age Again?,blink-182,blink-182,154,95k,57k,2k
2024-11-01,3,+1,Sugar We're Goin Down,Fall Out Boy,Fall Out Boy,154,95k,57k,2k
2024-11-01,4,-3,Extraordinary Girl,Green Day,Green Day,178,110k,66k,2k
2024-11-01,5,+10,Nice Guys Finish Last,Green Day,Green Day,122,75k,45k,2k
2024-11-01,6,+7,Breakaway,Kelly Clarkson,Kelly Clarkson,130,80k,48k,2k
2024-11-01,7,-4,Dead!,My Chemical Romance,My Chemical Romance,138,85k,51k,2k
2024-11-01,8,+21,Thnks fr th Mmrs,Fall Out Boy,Fall Out Boy,114,70k,42k,2k
2024-11-01,9,-2,Holiday,Green Day,Green Day,130,80k,48k,2k
2024-11-01,10,+8,Way Back Into Love,Hugh Grant,Hugh Grant,58,35k,21k,2k
2024-11-01,11,+5,I Don't Care,Fall Out Boy,Fall Out Boy,90,55k,33k,2k
2024-11-01,12,+21,I Do Not Hook Up,Kelly Clarkson,Kelly Clarkson,98,60k,36k,2k
2024-11-01,13,+12,Don't Leave Me,blink-182,blink-182,82,50k,30k,2k
2024-11-01,14,+46,Treacherous (Taylor's Version),Taylor Swift,Taylor Swift,114,70k,42k,2k
2024-11-01,15,RE,The Louvre,Lorde,Lorde,98,60k,36k,2k
2024-11-01,16,+7,Wake Me Up When September Ends,Green Day,Green Day,82,50k,30k,2k
2024-11-01,17,=,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,82,50k,30k,2k
2024-11-01,18,-13,Boulevard of Broken Dreams,Green Day,Green Day,114,70k,42k,2k
2024-11-01,19,-10,Letterbomb,Green Day,Green Day,114,70k,42k,2k
2024-11-01,20,-10,Give Me Novacaine,Green Day,Green Day,114,70k,42k,2k
2024-11-01,21,+13,Dance Dance,Fall Out Boy,Fall Out Boy,82,50k,30k,2k
2024-11-01,22,-3,Hitchin' a Ride,Green Day,Green Day,74,45k,27k,2k
2024-11-01,23,RE,Into You,Ariana Grande,Ariana Grande,98,60k,36k,2k
2024-11-01,24,-2,Sk8er Boi,Avril Lavigne,Avril Lavigne,82,50k,30k,2k
2024-11-01,25,-17,She's a Rebel,Green Day,Green Day,106,65k,39k,2k
2024-11-01,26,-15,St. Jimmy,Green Day,Green Day,106,65k,39k,2k
2024-11-01,27,RE,Close to You,Gracie Abrams,Gracie Abrams,98,60k,36k,2k
2024-11-01,28,+2,Ignorance,Paramore,Paramore,74,45k,27k,2k
2024-11-01,29,-3,Uptight,Green Day,Green Day,66,40k,24k,2k
2024-11-01,30,+7,Beautiful Disaster,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-11-01,31,=,Breed,Nirvana,Nirvana,74,45k,27k,2k
2024-11-01,32,-12,Helena,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-11-01,33,-6,Aliens Exist,blink-182,blink-182,74,45k,27k,2k
2024-11-01,34,-22,Redundant,Green Day,Green Day,42,25k,15k,2k
2024-11-01,35,+9,Before Your Love,Kelly Clarkson,Kelly Clarkson,74,45k,27k,2k
2024-11-01,36,-4,I Don't Love You,My Chemical Romance,My Chemical Romance,58,35k,21k,2k
2024-11-01,37,+1,Adam's Song,blink-182,blink-182,58,35k,21k,2k
2024-11-01,38,RE,Jealous,Nick Jonas,Nick Jonas,82,50k,30k,2k
2024-11-01,39,RE,Never Again,Kelly Clarkson,Kelly Clarkson,58,35k,21k,2k
2024-11-01,40,-34,Are We the Waiting,Green Day,Green Day,122,75k,45k,2k
2024-11-01,41,=,I Look in People's Windows,Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-11-01,42,+8,Thunder,Boys Like Girls,Boys Like Girls,50,30k,18k,2k
2024-11-01,43,RE,Night Changes,One Direction,One Direction,66,40k,24k,2k
2024-11-01,44,+2,Love Him I Don’t,Maisie Peters,Maisie Peters,50,30k,18k,2k
2024-11-01,45,RE,Sick Of Losing Soulmates,dodie,dodie,58,35k,21k,2k
2024-11-01,46,RE,We Were Happy (Taylor’s Version) (From the Vault),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-11-01,47,RE,Unwell,Matchbox Twenty,Matchbox Twenty,26,15k,9k,2k
2024-11-01,48,RE,ESPRESSO,TWICE,TWICE,10,5k,3k,2k
2024-11-01,49,RE,Birth,ARTMS,ARTMS,34,20k,12k,2k
2024-11-01,50,RE,obsessed,Olivia Rodrigo,Olivia Rodrigo,42,25k,15k,2k
2024-11-01,51,+1,Lips of an Angel,Hinder,Hinder,26,15k,9k,2k
2024-11-01,52,+4,The American Dream Is Killing Me,Green Day,Green Day,34,20k,12k,2k
2024-11-01,53,RE,East Jesus Nowhere,Green Day,Green Day,42,25k,15k,2k
2024-11-01,54,RE,Magbalik,Callalily,Callalily,42,25k,15k,2k
2024-11-01,55,RE,WALLFLOWER,TWICE,TWICE,52,35k,3k,14k
2024-11-01,56,RE,21 Guns,Green Day,Green Day,34,20k,12k,2k
2024-11-01,57,RE,Bed Chem,Sabrina Carpenter,Sabrina Carpenter,10,5k,3k,2k
2024-11-01,58,RE,Last Night on Earth,Green Day,Green Day,42,25k,15k,2k
2024-11-01,59,RE,Wendy Clear,blink-182,blink-182,34,20k,12k,2k
2024-11-01,60,-3,All the Small Things,blink-182,blink-182,34,20k,12k,2k
2024-11-01,61,RE,i wish i hated you,Ariana Grande,Ariana Grande,42,25k,15k,2k
2024-11-01,62,RE,House of Wolves,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-11-01,63,-23,The Day You Said Goodnight,Hale,Hale,42,25k,15k,2k
2024-11-01,64,RE,Everyday,Ariana Grande,Ariana Grande,34,20k,12k,2k
2024-11-01,65,RE,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-11-01,66,RE,Peek-A-Boo,Red Velvet,Red Velvet,34,20k,12k,2k
2024-11-01,67,+28,happiness,Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-11-01,68,-40,All the Time,Green Day,Green Day,18,10k,6k,2k
2024-11-01,69,+12,Longview,Green Day,Green Day,26,15k,9k,2k
2024-11-01,70,RE,RBB (Really Bad Boy),Red Velvet,Red Velvet,42,25k,15k,2k
2024-11-01,71,-5,Dysentery Gary,blink-182,blink-182,26,15k,9k,2k
2024-11-01,72,RE,Favorite Son,Green Day,Green Day,34,20k,12k,2k
2024-11-01,73,RE,Bring Me to Life,Evanescence,Evanescence,34,20k,12k,2k
2024-11-01,74,RE,Walk Away,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-11-01,75,RE,Minority,Green Day,Green Day,18,10k,6k,2k
2024-11-01,76,-55,Whatsername,Green Day,Green Day,26,15k,9k,2k
2024-11-01,77,RE,Piece by Piece,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-11-01,78,RE,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,Maroon 5,10,5k,3k,2k
2024-11-01,79,-15,Misery Business,Paramore,Paramore,26,15k,9k,2k
2024-11-01,80,-2,Know Your Enemy,Green Day,Green Day,18,10k,6k,2k
2024-11-01,81,RE,Tie It Up,Kelly Clarkson,Kelly Clarkson,18,10k,6k,2k
2024-11-01,82,RE,People Like Us,Kelly Clarkson,Kelly Clarkson,18,10k,6k,2k
2024-11-01,83,RE,Catch My Breath,Kelly Clarkson,Kelly Clarkson,18,10k,6k,2k
2024-11-01,84,RE,Oh Love,Green Day,Green Day,26,15k,9k,2k
2024-11-01,85,-16,The Sharpest Lives,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-11-01,86,RE,The Saints Are Coming,U2,U2,26,15k,9k,2k
2024-11-01,87,RE,Miss Independent,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-11-01,88,RE,Dilemma,Green Day,Green Day,18,10k,6k,2k
2024-11-01,89,RE,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-11-01,90,RE,All I Ever Wanted,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-11-01,91,RE,Suffocate,Green Day,Green Day,18,10k,6k,2k
2024-11-01,92,-6,Sober,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-11-01,93,RE,Haushinka,Green Day,Green Day,18,10k,6k,2k
2024-11-01,94,RE,The End.,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-11-01,95,RE,Nobody's Home,Avril Lavigne,Avril Lavigne,18,10k,6k,2k
2024-11-01,96,RE,Don't Waste Your Time,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-11-01,97,-52,Bulletproof Heart,My Chemical Romance,My Chemical Romance,18,10k,6k,2k
2024-11-01,98,RE,Emenius Sleepus,Green Day,Green Day,18,10k,6k,2k
2024-11-01,99,-38,Pangarap Lang Kita,Parokya Ni Edgar,Parokya Ni Edgar,10,5k,3k,2k
2024-11-01,100,-21,Church on Sunday,Green Day,Green Day,18,10k,6k,2k
2024-11-08,1,+3,Extraordinary Girl,Green Day,Green Day,386,240k,144k,2k
2024-11-08,2,RE,The Rock Show,blink-182,blink-182,498,310k,186k,2k
2024-11-08,3,RE,In Too Deep,Sum 41,Sum 41,498,310k,186k,2k
2024-11-08,4,+3,Dead!,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-11-08,5,-3,What's My Age Again?,blink-182,blink-182,50,30k,18k,2k
2024-11-08,6,-3,Sugar We're Goin Down,Fall Out Boy,Fall Out Boy,66,40k,24k,2k
2024-11-08,7,+19,St. Jimmy,Green Day,Green Day,50,30k,18k,2k
2024-11-08,8,+32,Are We the Waiting,Green Day,Green Day,34,20k,12k,2k
2024-11-08,9,+11,Give Me Novacaine,Green Day,Green Day,10,5k,3k,2k
2024-11-08,10,+15,She's a Rebel,Green Day,Green Day,42,25k,15k,2k
2024-11-08,11,-6,Nice Guys Finish Last,Green Day,Green Day,58,35k,21k,2k
2024-11-08,12,+6,Boulevard of Broken Dreams,Green Day,Green Day,34,20k,12k,2k
2024-11-08,13,-4,Holiday,Green Day,Green Day,42,25k,15k,2k
2024-11-08,14,+5,Letterbomb,Green Day,Green Day,26,15k,9k,2k
2024-11-08,15,+7,Hitchin' a Ride,Green Day,Green Day,50,30k,18k,2k
2024-11-08,16,+81,Bulletproof Heart,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-11-08,17,-4,Don't Leave Me,blink-182,blink-182,58,35k,21k,2k
2024-11-08,18,-17,Red (Taylor's Version),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-11-08,19,-8,I Don't Care,Fall Out Boy,Fall Out Boy,42,25k,15k,2k
2024-11-08,20,RE,American Idiot,Green Day,Green Day,58,35k,21k,2k
2024-11-08,21,-9,I Do Not Hook Up,Kelly Clarkson,Kelly Clarkson,50,30k,18k,2k
2024-11-08,22,+12,Redundant,Green Day,Green Day,18,10k,6k,2k
2024-11-08,23,RE,After LIKE,IVE,IVE,66,40k,24k,2k
2024-11-08,24,-16,Thnks fr th Mmrs,Fall Out Boy,Fall Out Boy,42,25k,15k,2k
2024-11-08,25,-4,Dance Dance,Fall Out Boy,Fall Out Boy,42,25k,15k,2k
2024-11-08,26,-20,Breakaway,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-11-08,27,RE,That's What You Get,Paramore,Paramore,57,35k,18k,4k
2024-11-08,28,-11,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,34,20k,12k,2k
